,X,Y,Z,formation
312,528122.0908,7465989.92,447.0,A_FOu_bbo
313,530905.1206,7465484.85,476.0,A_FOu_bbo
314,531579.1635,7465351.057,463.0,A_FOu_bbo
315,535405.4964,7464682.07,438.0,A_FOu_bbo
316,537806.1601,7464364.75,444.0,A_FOu_bbo
317,577719.4887,7509884.06,652.0,A_FOu_bbo
318,577446.1499,7510823.068,647.0,A_FOu_bbo
319,576888.2016,7511380.571,649.0,A_FOu_bbo
320,576147.6283,7512632.079,641.0,A_FOu_bbo
321,575812.51,7514075.091,637.0,A_FOu_bbo
322,575960.5385,7515667.598999999,632.0,A_FOu_bbo
323,576472.9695,7517316.11,627.0,A_FOu_bbo
324,577174.0895,7519430.1,623.0,A_FOu_bbo
325,576806.2114,7521494.09,616.0,A_FOu_bbo
326,575770.468,7522215.101,617.0,A_FOu_bbo
327,574194.4785,7521976.6,614.0,A_FOu_bbo
328,572096.8397,7520872.598999999,615.0,A_FOu_bbo
329,569624.3924,7520220.597999999,615.0,A_FOu_bbo
330,568257.7005,7519258.592,615.0,A_FOu_bbo
331,567931.9082,7517981.049,616.0,A_FOu_bbo
332,567836.2412,7515920.049,623.0,A_FOu_bbo
333,566768.419,7514282.529,626.0,A_FOu_bbo
334,566098.5095,7513308.009,632.0,A_FOu_bbo
335,565066.019,7512311.47,634.0,A_FOu_bbo
336,564720.0587,7510599.9520000005,640.0,A_FOu_bbo
337,564923.6084,7509724.438999999,639.0,A_FOu_bbo
338,565434.2908,7509338.449,633.0,A_FOu_bbo
339,566047.4083,7509414.977000001,636.0,A_FOu_bbo
340,567056.1584,7509613.011,644.0,A_FOu_bbo
341,568849.1489,7509845.541,646.0,A_FOu_bbo
342,571056.7586,7509766.557999999,656.0,A_FOu_bbo
343,572464.0004,7509686.06,637.0,A_FOu_bbo
344,573885.3707,7509688.071,640.0,A_FOu_bbo
345,576335.1308,7509122.06,650.0,A_FOu_bbo
346,577252.5201,7509147.57,652.0,A_FOu_bbo
347,577659.0801,7509563.569,654.0,A_FOu_bbo
348,577702.0402,7509721.06,652.0,A_FOu_bbo
349,580142.1941,7481223.949,699.0,A_HAd_kd
350,579923.8078,7481180.46,699.0,A_HAd_kd
351,578956.3696,7481001.489,881.0,A_HAd_kd
352,579163.0595,7489534.982000001,710.0,A_HAd_kd
353,579536.2,7488274.051,745.0,A_HAd_kd
354,580085.0398,7487335.538,734.0,A_HAd_kd
355,580608.4298,7486657.54,727.0,A_HAd_kd
356,580042.8504,7485526.528,749.0,A_HAd_kd
357,580072.6121,7484514.522000001,753.0,A_HAd_kd
358,579893.9607,7484425.02,753.0,A_HAd_kd
359,581025.1821,7483680.99,767.0,A_HAd_kd
360,582930.3293,7482906.959,760.0,A_HAd_kd
361,582721.9491,7482013.93,770.0,A_HAd_kd
362,581888.4789999999,7481328.911,816.0,A_HAd_kd
363,581382.4188,7480882.409,857.0,A_HAd_kd
364,576436.9202,7497119.04,735.0,A_FOj_xs_b
365,577756.9385,7496545.057999999,721.0,A_FOj_xs_b
366,579342.3888,7495632.549,739.0,A_FOj_xs_b
367,581614.8291,7494735.57,858.0,A_FOj_xs_b
368,582781.579,7492699.071,864.0,A_FOj_xs_b
369,583612.5305,7492242.572000001,779.0,A_FOj_xs_b
370,584276.5417,7491462.557999999,893.0,A_FOj_xs_b
371,586145.5504,7491325.051,803.0,A_FOj_xs_b
372,588289.0202,7490059.54,904.0,A_FOj_xs_b
373,589055.7914,7488178.009,834.0,A_FOj_xs_b
374,590445.6582,7487578.51,728.0,A_FOj_xs_b
375,591500.8907,7488813.532000001,773.0,A_FOj_xs_b
376,592066.9696,7488829.531,789.0,A_FOj_xs_b
377,592899.5594,7487418.511,786.0,A_FOj_xs_b
378,594597.4417,7487403.041,720.0,A_FOj_xs_b
379,593739.0392,7488731.557999999,772.0,A_FOj_xs_b
380,593374.7897,7489675.581,867.0,A_FOj_xs_b
381,593489.8713,7489796.081,867.0,A_FOj_xs_b
382,594468.6510000001,7491006.08,1067.0,A_FOj_xs_b
383,596150.8087,7490335.137999999,1046.0,A_FOj_xs_b
384,595902.0092,7488879.129,746.0,A_FOj_xs_b
